district,soiltype,season,avgrainfall_mm,avgtemp_c,avghumidity_%,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,Crop
Hingoli,Black,Rabi,1211,28,57,6,162,32,273,Rice
Amravati,Laterite,Rabi,996,33,60,7,267,32,201,Cotton
Pune,Laterite,Rabi,923,28,83,7,269,28,228,Soybean
Latur,Alluvial,Rabi,1014,32,78,7,306,20,230,Sugarcane
Aurangabad,Red,Rabi,772,20,82,8,279,25,223,Cotton
Beed,Alluvial,Kharif,1432,28,64,7,289,26,217,Wheat
Amravati,Black,Kharif,779,24,53,7,256,19,228,Tur
Hingoli,Black,Rabi,970,36,68,8,304,17,217,Tur
Ratnagiri,Alluvial,Zaid,1037,27,57,6,330,44,255,Sugarcane
Solapur,Laterite,Kharif,828,32,65,7,353,26,283,Wheat
Satara,Laterite,Rabi,1033,32,71,7,232,14,141,Maize
Nanded,Black,Rabi,817,21,92,8,263,7,132,Sugarcane
Aurangabad,Red,Kharif,952,22,74,7,361,24,202,Maize
Jalgaon,Laterite,Zaid,546,33,56,8,317,23,244,Maize
Buldhana,Laterite,Zaid,1251,22,69,8,210,19,207,Wheat
Jalgaon,Black,Zaid,1077,24,40,6,311,20,250,Soybean
Palghar,Red,Kharif,1135,20,44,8,271,29,183,Maize
Chandrapur,Laterite,Kharif,926,27,49,8,276,26,226,Cotton
Aurangabad,Red,Zaid,1427,32,72,6,247,25,226,Maize
Chandrapur,Black,Kharif,566,25,88,7,302,17,329,Tur
Nandurbar,Sandy,Kharif,377,26,52,7,297,20,212,Wheat
Palghar,Laterite,Zaid,1443,27,77,6,304,31,295,Tur
Satara,Black,Rabi,265,34,65,6,344,18,264,Cotton
Bhandara,Laterite,Kharif,1127,31,72,7,272,28,276,Rice
Gadchiroli,Black,Kharif,1456,29,92,8,263,17,186,Maize
Nanded,Laterite,Kharif,1129,25,60,7,269,22,261,Sugarcane
Solapur,Alluvial,Rabi,898,30,65,8,234,25,295,Cotton
Yavatmal,Alluvial,Zaid,1224,21,65,7,278,33,186,Wheat
Palghar,Red,Kharif,622,26,63,8,282,40,286,Wheat
Mumbai City,Alluvial,Rabi,1057,27,61,7,282,36,278,Rice
Bhandara,Alluvial,Zaid,819,30,50,7,290,24,196,Cotton
Solapur,Alluvial,Rabi,925,38,72,7,234,14,236,Wheat
Mumbai Suburban,Black,Kharif,374,33,70,8,282,26,252,Rice
Sindhudurg,Black,Rabi,967,34,75,7,304,21,203,Tur
Thane,Black,Rabi,934,32,82,7,263,31,214,Sugarcane
Nanded,Red,Zaid,704,23,67,7,302,14,206,Tur
Hingoli,Black,Zaid,1060,22,59,7,288,29,252,Sugarcane
Latur,Red,Kharif,1198,22,48,6,236,21,183,Maize
Chandrapur,Alluvial,Kharif,840,29,100,7,303,27,247,Cotton
Dhule,Black,Kharif,1474,27,44,7,207,19,216,Soybean
Nagpur,Red,Rabi,1362,26,73,9,313,20,218,Tur
Parbhani,Sandy,Zaid,1089,24,72,7,279,39,233,Sugarcane
Solapur,Black,Rabi,661,32,45,7,214,26,183,Maize
Gadchiroli,Sandy,Kharif,759,28,92,8,273,35,250,Wheat
Kolhapur,Alluvial,Rabi,850,24,57,7,162,34,239,Maize
Sangli,Black,Kharif,1807,25,60,6,282,6,143,Tur
Latur,Laterite,Kharif,1351,32,49,7,264,31,307,Cotton
Sangli,Laterite,Rabi,916,37,74,8,296,24,225,Tur
Dhule,Red,Zaid,1412,31,77,8,272,30,184,Wheat
Pune,Laterite,Rabi,964,24,57,7,289,26,269,Cotton
Chandrapur,Red,Rabi,1116,28,77,7,313,24,227,Maize
Pune,Alluvial,Kharif,491,25,56,8,222,24,201,Sugarcane
Raigad,Black,Rabi,484,26,61,7,329,22,162,Tur
Nagpur,Sandy,Rabi,1206,27,98,6,303,29,227,Soybean
Raigad,Black,Zaid,1410,26,56,7,238,24,170,Wheat
Pune,Laterite,Zaid,1359,26,58,8,256,13,262,Rice
Sindhudurg,Alluvial,Kharif,1178,36,61,7,293,14,304,Rice
Sindhudurg,Sandy,Kharif,641,27,65,7,235,45,179,Rice
Kolhapur,Sandy,Kharif,944,28,94,6,295,22,197,Tur
Ratnagiri,Alluvial,Rabi,951,29,84,6,285,4,252,Tur
Aurangabad,Red,Zaid,459,26,65,7,240,12,253,Rice
Nagpur,Alluvial,Kharif,1288,31,79,7,184,34,208,Rice
Kolhapur,Laterite,Kharif,1017,31,64,7,326,27,319,Cotton
Nagpur,Black,Rabi,978,23,47,7,255,22,265,Soybean
Ratnagiri,Alluvial,Rabi,1104,23,68,6,294,25,203,Soybean
Mumbai Suburban,Black,Rabi,963,29,64,7,276,23,231,Maize
Beed,Alluvial,Zaid,699,32,55,7,243,16,199,Soybean
Nagpur,Sandy,Zaid,619,29,61,8,353,26,264,Sugarcane
Nandurbar,Black,Zaid,983,22,67,6,230,13,251,Wheat
Parbhani,Laterite,Zaid,555,26,68,6,298,19,212,Cotton
Parbhani,Alluvial,Kharif,1022,21,45,6,196,38,277,Maize
Aurangabad,Alluvial,Rabi,727,37,56,7,292,25,124,Maize
Chandrapur,Alluvial,Kharif,921,29,78,8,221,38,249,Rice
Chandrapur,Sandy,Rabi,700,33,72,7,255,42,183,Wheat
Palghar,Red,Kharif,1181,32,57,7,262,32,169,Maize
Beed,Sandy,Kharif,553,20,81,6,299,32,265,Tur
Aurangabad,Black,Kharif,959,30,60,7,284,40,267,Rice
Osmanabad,Red,Kharif,678,29,74,6,357,30,224,Wheat
Amravati,Sandy,Zaid,1408,21,56,7,211,21,227,Soybean
Osmanabad,Black,Kharif,688,28,67,7,295,51,149,Cotton
Aurangabad,Red,Kharif,863,21,57,6,312,35,265,Cotton
Sindhudurg,Black,Rabi,601,30,91,7,269,18,225,Cotton
Raigad,Black,Kharif,823,30,52,8,317,18,224,Rice
Mumbai City,Red,Rabi,631,25,77,7,254,35,200,Wheat
Nashik,Red,Rabi,1160,24,79,7,286,14,220,Soybean
Pune,Sandy,Kharif,1090,27,69,6,317,32,227,Tur
Osmanabad,Red,Rabi,1117,24,57,6,230,38,181,Tur
Aurangabad,Sandy,Zaid,1316,28,48,6,294,35,351,Cotton
Nagpur,Laterite,Kharif,1367,27,64,8,264,38,311,Tur
Latur,Laterite,Rabi,703,27,81,7,270,23,272,Wheat
Nanded,Alluvial,Kharif,1508,32,58,8,291,41,182,Sugarcane
Yavatmal,Black,Kharif,1002,25,55,6,257,18,232,Sugarcane
Nandurbar,Alluvial,Kharif,266,28,65,6,302,25,313,Rice
Solapur,Sandy,Kharif,377,27,87,7,290,21,261,Tur
Nandurbar,Red,Kharif,1435,42,71,7,260,16,209,Soybean
Nashik,Red,Kharif,1779,29,57,7,302,20,216,Rice
Yavatmal,Red,Zaid,1230,33,40,7,327,21,247,Maize
Dhule,Laterite,Rabi,934,27,61,8,215,29,150,Maize
Raigad,Red,Zaid,1181,33,61,7,256,3,233,Tur
Hingoli,Black,Rabi,213,23,57,9,249,10,176,Rice
Solapur,Red,Kharif,949,32,38,7,191,31,236,Wheat
Pune,Black,Kharif,1035,31,65,6,248,6,170,Wheat
Nashik,Sandy,Kharif,882,30,61,8,252,13,176,Soybean
Nagpur,Alluvial,Kharif,953,34,58,8,261,27,161,Wheat
Aurangabad,Laterite,Rabi,913,25,63,8,313,27,257,Cotton
Ahmednagar,Laterite,Rabi,972,32,53,7,297,25,286,Soybean
Akola,Laterite,Zaid,1000,25,54,7,232,28,269,Tur
Latur,Alluvial,Zaid,685,24,73,7,215,26,205,Cotton
Mumbai City,Black,Rabi,382,27,75,7,285,20,220,Rice
Satara,Sandy,Kharif,1410,28,58,8,199,11,254,Cotton
Nagpur,Black,Rabi,1048,28,89,7,289,32,263,Maize
Dhule,Black,Zaid,1097,24,91,7,312,22,215,Tur
Dhule,Red,Kharif,862,27,44,8,254,23,240,Wheat
Sangli,Black,Kharif,635,30,77,7,279,12,242,Cotton
Chandrapur,Red,Rabi,1301,27,67,7,238,31,225,Maize
Yavatmal,Laterite,Zaid,1213,18,44,7,181,23,272,Sugarcane
Thane,Black,Rabi,1329,34,68,7,362,24,174,Cotton
Gadchiroli,Black,Kharif,1202,27,51,7,208,22,193,Maize
Nanded,Alluvial,Kharif,746,22,59,7,283,32,256,Sugarcane
Solapur,Sandy,Kharif,1236,27,71,7,215,33,223,Tur
Jalgaon,Sandy,Zaid,391,30,76,7,345,21,204,Soybean
Ahmednagar,Sandy,Kharif,720,26,79,7,218,15,262,Wheat
Ahmednagar,Red,Zaid,882,24,58,7,282,36,208,Maize
Mumbai Suburban,Sandy,Zaid,1201,24,48,7,324,16,186,Cotton
Dhule,Red,Rabi,451,30,66,6,302,36,243,Wheat
Latur,Alluvial,Rabi,1291,37,68,8,272,42,282,Wheat
Latur,Black,Rabi,565,28,68,6,321,33,160,Cotton
Yavatmal,Laterite,Rabi,1265,34,98,7,303,23,192,Wheat
Ahmednagar,Sandy,Rabi,905,25,53,7,224,10,244,Tur
Hingoli,Laterite,Rabi,1086,23,60,7,299,32,188,Sugarcane
Sindhudurg,Sandy,Kharif,1046,34,53,6,283,22,196,Maize
Gondia,Sandy,Rabi,721,28,73,8,345,21,233,Cotton
Akola,Red,Zaid,831,31,68,6,151,24,183,Sugarcane
Amravati,Laterite,Zaid,1281,23,63,5,295,27,245,Sugarcane
Mumbai City,Black,Kharif,1407,33,40,6,263,24,285,Tur
Raigad,Red,Zaid,691,27,96,7,256,28,149,Cotton
Mumbai City,Red,Rabi,981,32,82,7,324,29,134,Wheat
Parbhani,Black,Rabi,1102,25,70,6,283,23,239,Soybean
Yavatmal,Alluvial,Kharif,942,23,53,7,293,28,205,Tur
Gadchiroli,Black,Rabi,1099,29,53,8,300,38,142,Cotton
Kolhapur,Alluvial,Rabi,712,33,52,6,300,8,242,Cotton
Dhule,Black,Zaid,873,30,54,8,234,24,347,Tur
Mumbai Suburban,Red,Zaid,1316,24,60,7,239,19,221,Sugarcane
Gadchiroli,Sandy,Kharif,1230,32,35,7,208,38,136,Maize
Latur,Black,Zaid,848,23,76,6,224,27,155,Rice
Nagpur,Red,Zaid,1219,24,87,7,240,31,186,Sugarcane
Nagpur,Sandy,Rabi,734,24,75,6,281,28,202,Soybean
Parbhani,Laterite,Rabi,1548,12,57,6,251,18,253,Rice
Amravati,Alluvial,Zaid,1155,31,75,7,268,24,242,Tur
Aurangabad,Black,Kharif,303,23,38,7,177,11,242,Soybean
Chandrapur,Laterite,Rabi,1002,36,52,7,334,31,292,Rice
Satara,Sandy,Kharif,695,31,48,7,288,18,290,Rice
Washim,Black,Rabi,677,30,74,7,244,31,170,Cotton
Yavatmal,Laterite,Kharif,605,28,52,8,322,36,227,Sugarcane
Satara,Sandy,Kharif,1375,25,73,7,351,28,192,Tur
Ahmednagar,Black,Rabi,758,37,45,8,284,28,283,Tur
Latur,Sandy,Kharif,1176,27,54,7,263,19,213,Soybean
Latur,Red,Zaid,1079,35,63,7,247,13,243,Rice
Yavatmal,Alluvial,Zaid,468,25,50,7,345,23,284,Sugarcane
Raigad,Black,Zaid,1259,29,62,7,280,46,193,Cotton
Nagpur,Sandy,Zaid,1130,23,71,7,272,24,241,Cotton
Nandurbar,Sandy,Kharif,917,25,88,7,223,26,254,Soybean
Washim,Alluvial,Rabi,648,24,56,7,310,27,243,Rice
Thane,Laterite,Rabi,1262,28,59,7,273,14,302,Wheat
Hingoli,Alluvial,Zaid,1512,31,55,8,327,21,294,Sugarcane
Ahmednagar,Alluvial,Kharif,1309,25,54,6,308,25,244,Rice
Nanded,Black,Zaid,1136,36,45,7,267,27,186,Tur
Amravati,Sandy,Rabi,732,24,79,7,219,21,246,Tur
Solapur,Laterite,Rabi,1129,35,58,6,228,13,284,Wheat
Gadchiroli,Sandy,Kharif,1309,27,41,8,261,39,224,Rice
Ratnagiri,Alluvial,Kharif,1231,30,52,7,312,25,189,Tur
Gondia,Sandy,Rabi,888,21,54,6,287,22,158,Maize
Mumbai City,Red,Rabi,1510,19,82,8,248,35,234,Cotton
Parbhani,Red,Rabi,445,33,66,7,296,18,189,Tur
Buldhana,Red,Rabi,1179,27,70,7,263,31,206,Rice
Nashik,Red,Zaid,467,38,82,7,205,12,179,Sugarcane
Solapur,Alluvial,Kharif,962,27,52,7,231,20,218,Tur
Latur,Laterite,Rabi,999,27,61,7,284,23,210,Wheat
Buldhana,Alluvial,Zaid,709,24,86,7,302,32,229,Sugarcane
Nandurbar,Red,Kharif,1367,24,72,8,304,30,275,Cotton
Parbhani,Sandy,Kharif,1298,25,73,7,266,25,268,Soybean
Jalgaon,Laterite,Kharif,367,27,42,7,315,26,280,Wheat
Nashik,Sandy,Rabi,1030,31,80,6,252,25,202,Maize
Jalna,Sandy,Kharif,565,22,48,8,202,8,274,Sugarcane
Gadchiroli,Black,Zaid,468,22,73,7,258,29,228,Cotton
Buldhana,Alluvial,Rabi,1075,27,70,6,245,41,212,Sugarcane
Dhule,Sandy,Kharif,378,23,64,7,254,11,157,Tur
Beed,Laterite,Zaid,1472,22,111,8,193,19,221,Tur
Kolhapur,Red,Rabi,1454,29,68,8,276,36,156,Tur
Bhandara,Laterite,Rabi,1127,26,93,7,274,20,261,Sugarcane
Sindhudurg,Alluvial,Rabi,791,30,44,7,293,23,203,Cotton
Sangli,Red,Kharif,973,23,53,7,238,25,193,Sugarcane
Gadchiroli,Black,Rabi,1141,30,67,7,265,18,190,Sugarcane
Chandrapur,Red,Kharif,1009,31,83,8,183,15,259,Soybean
Parbhani,Sandy,Kharif,730,20,61,7,283,25,158,Tur
Parbhani,Sandy,Zaid,1140,25,53,7,239,38,160,Tur
Kolhapur,Laterite,Kharif,564,26,59,6,272,20,299,Maize
Gadchiroli,Alluvial,Zaid,1157,29,65,7,224,23,250,Soybean
Gondia,Black,Rabi,1334,29,63,7,319,40,235,Soybean
Nanded,Black,Kharif,1701,32,57,8,358,31,166,Maize
Dhule,Red,Rabi,1318,17,67,7,273,38,179,Wheat
Ahmednagar,Sandy,Zaid,837,21,55,6,262,16,202,Soybean
Latur,Black,Zaid,896,26,63,7,230,26,218,Soybean
Washim,Black,Kharif,691,28,96,7,301,23,196,Sugarcane
Bhandara,Black,Rabi,1561,33,90,7,277,33,201,Tur
Kolhapur,Laterite,Zaid,1006,27,37,8,313,33,256,Cotton
Nagpur,Black,Zaid,851,29,56,8,310,30,193,Wheat
Bhandara,Alluvial,Zaid,856,27,73,7,272,28,198,Maize
Ratnagiri,Black,Rabi,380,29,62,6,324,24,190,Soybean
Satara,Alluvial,Kharif,505,27,60,8,288,20,265,Wheat
Dhule,Laterite,Kharif,325,25,64,7,274,19,167,Sugarcane
Washim,Black,Zaid,1296,32,76,7,309,28,203,Wheat
Gadchiroli,Laterite,Kharif,1275,27,64,7,248,13,264,Cotton
Raigad,Black,Kharif,337,16,65,8,207,32,242,Sugarcane
Kolhapur,Alluvial,Zaid,953,31,64,8,293,22,327,Wheat
Thane,Black,Zaid,1058,23,93,8,224,21,201,Wheat
Satara,Red,Rabi,524,31,71,7,241,28,225,Tur
Mumbai Suburban,Alluvial,Zaid,1374,25,44,7,333,11,287,Wheat
Washim,Red,Rabi,632,23,52,7,328,22,197,Maize
Nandurbar,Alluvial,Kharif,1133,26,62,8,203,37,203,Sugarcane
Yavatmal,Black,Zaid,862,31,56,8,259,6,276,Rice
Buldhana,Black,Zaid,341,31,78,7,279,21,199,Soybean
Thane,Sandy,Kharif,1068,33,63,7,338,20,175,Maize
Nandurbar,Laterite,Zaid,1187,20,49,7,245,42,187,Rice
Jalna,Black,Zaid,551,34,43,7,293,25,217,Cotton
Akola,Sandy,Rabi,553,28,68,7,223,20,155,Tur
Parbhani,Sandy,Rabi,1146,28,53,8,257,23,233,Tur
Amravati,Red,Rabi,1121,28,59,7,248,30,181,Rice
Sangli,Alluvial,Zaid,864,28,54,8,318,21,189,Rice
Amravati,Red,Kharif,1280,29,72,7,281,16,240,Sugarcane
Palghar,Laterite,Rabi,965,36,54,7,245,27,242,Maize
Gondia,Laterite,Zaid,1301,29,70,6,294,28,296,Rice
Mumbai City,Alluvial,Rabi,910,34,86,7,306,24,268,Maize
Kolhapur,Red,Zaid,366,28,65,8,249,23,202,Tur
Palghar,Black,Zaid,423,24,82,6,302,36,284,Sugarcane
Jalna,Laterite,Kharif,1259,31,95,7,217,26,215,Soybean
Parbhani,Laterite,Kharif,754,38,64,6,333,15,196,Sugarcane
Pune,Red,Zaid,1222,27,69,7,263,15,168,Soybean
Jalgaon,Laterite,Zaid,1696,28,51,7,235,17,227,Tur
Chandrapur,Black,Rabi,560,33,31,7,288,29,129,Wheat
Washim,Laterite,Kharif,526,33,51,8,261,9,171,Rice
Solapur,Red,Kharif,1616,22,43,7,298,24,147,Soybean
Jalna,Black,Zaid,396,25,74,7,287,31,239,Soybean
Raigad,Laterite,Kharif,688,26,29,7,280,27,229,Maize
Akola,Black,Kharif,688,24,75,7,312,6,237,Sugarcane
Washim,Black,Rabi,1393,28,34,8,286,42,250,Soybean
Gadchiroli,Alluvial,Rabi,844,32,42,8,346,24,226,Maize
Pune,Sandy,Rabi,1162,24,59,7,221,24,176,Cotton
Wardha,Alluvial,Kharif,874,28,70,7,279,38,228,Sugarcane
Nandurbar,Black,Rabi,968,24,43,7,248,24,228,Tur
Chandrapur,Alluvial,Zaid,1024,25,70,6,196,26,282,Soybean
Solapur,Laterite,Zaid,434,23,56,7,261,29,232,Tur
Beed,Red,Rabi,1001,27,77,8,286,29,241,Sugarcane
Latur,Laterite,Zaid,1661,25,80,6,296,41,247,Sugarcane
Beed,Sandy,Rabi,1528,32,70,6,274,24,196,Cotton
Raigad,Alluvial,Kharif,1413,31,69,6,319,36,291,Rice
Solapur,Sandy,Kharif,957,27,77,6,168,20,229,Tur
Latur,Laterite,Zaid,1424,34,57,6,285,23,173,Rice
Chandrapur,Laterite,Rabi,813,35,63,7,276,41,160,Wheat
Gondia,Red,Rabi,1916,27,72,7,276,33,268,Soybean
Nandurbar,Laterite,Rabi,1186,32,50,7,277,16,290,Sugarcane
Dhule,Black,Kharif,1452,23,31,7,257,20,217,Wheat
Raigad,Black,Zaid,1657,32,63,6,257,13,235,Wheat
Thane,Sandy,Kharif,1251,22,68,7,280,23,186,Wheat
Amravati,Red,Zaid,775,23,72,7,251,23,247,Sugarcane
Nandurbar,Sandy,Rabi,478,32,67,6,229,25,166,Wheat
Aurangabad,Black,Zaid,236,32,62,7,295,29,198,Cotton
Ratnagiri,Alluvial,Kharif,741,21,71,7,297,26,190,Wheat
Palghar,Red,Kharif,739,29,66,7,177,26,179,Wheat
Raigad,Alluvial,Kharif,801,26,65,7,234,31,238,Sugarcane
Parbhani,Sandy,Rabi,1109,27,60,6,290,35,225,Cotton
Gadchiroli,Black,Rabi,838,29,69,6,266,39,197,Maize
Satara,Red,Rabi,793,34,72,7,269,42,201,Tur
Thane,Laterite,Kharif,1090,34,82,6,228,25,203,Tur
Sindhudurg,Red,Rabi,1213,31,64,8,293,35,228,Cotton
Nanded,Red,Zaid,1211,22,65,7,283,32,235,Soybean
Osmanabad,Laterite,Kharif,1314,28,55,7,242,21,245,Sugarcane
Akola,Laterite,Kharif,925,34,51,7,265,27,129,Rice
Thane,Sandy,Zaid,855,25,41,8,272,19,273,Sugarcane
Gadchiroli,Alluvial,Zaid,1070,25,49,7,300,33,289,Wheat
Mumbai City,Alluvial,Rabi,757,25,74,6,270,18,217,Sugarcane
Nagpur,Black,Kharif,677,27,90,7,245,20,236,Cotton
Washim,Black,Kharif,671,32,74,7,182,31,248,Tur
Pune,Alluvial,Rabi,1049,29,86,6,260,29,188,Wheat
Buldhana,Black,Zaid,1375,27,56,7,259,8,145,Wheat
Mumbai Suburban,Sandy,Kharif,470,34,51,8,295,23,245,Rice
Jalna,Sandy,Zaid,886,28,76,6,362,11,234,Maize
Akola,Alluvial,Zaid,956,35,72,7,254,14,216,Soybean
Palghar,Black,Zaid,980,24,66,6,290,29,247,Rice
Sindhudurg,Sandy,Kharif,700,23,82,7,293,25,273,Sugarcane
Gondia,Black,Zaid,691,33,75,7,208,38,169,Cotton
Sindhudurg,Alluvial,Zaid,1034,23,62,8,280,30,225,Soybean
Dhule,Alluvial,Kharif,360,30,51,7,317,22,193,Cotton
Yavatmal,Red,Kharif,827,20,60,7,273,13,268,Tur
Ratnagiri,Red,Zaid,1177,29,79,7,316,23,145,Tur
Gondia,Alluvial,Kharif,405,21,61,7,173,19,247,Cotton
Washim,Laterite,Kharif,1469,33,57,8,264,7,212,Soybean
Nagpur,Black,Kharif,950,24,30,7,211,15,292,Rice
Aurangabad,Black,Zaid,877,26,65,6,273,15,248,Maize
Hingoli,Sandy,Kharif,494,33,41,7,320,36,153,Soybean
Ahmednagar,Black,Rabi,1442,25,86,7,257,8,232,Wheat
Washim,Black,Rabi,1242,21,82,7,206,11,253,Tur
Hingoli,Sandy,Kharif,1055,32,71,7,190,30,161,Soybean
Sindhudurg,Alluvial,Rabi,886,28,75,7,288,14,202,Cotton
Kolhapur,Laterite,Zaid,1220,27,85,7,293,27,174,Tur
Nashik,Red,Rabi,1423,25,47,6,311,39,288,Soybean
Buldhana,Red,Rabi,870,28,76,6,275,20,225,Rice
Buldhana,Laterite,Kharif,1144,28,65,7,156,28,245,Wheat
Jalgaon,Alluvial,Kharif,1415,20,41,7,288,48,143,Sugarcane
Chandrapur,Alluvial,Rabi,939,28,69,6,175,12,187,Maize
Satara,Red,Rabi,749,33,70,7,260,26,240,Wheat
Hingoli,Alluvial,Zaid,1022,29,48,8,275,22,241,Rice
Nagpur,Black,Rabi,672,31,59,7,173,21,236,Rice
Sindhudurg,Laterite,Zaid,572,37,68,7,258,34,235,Wheat
Dhule,Red,Kharif,1290,21,53,8,200,34,267,Rice
Sangli,Sandy,Rabi,1227,24,77,6,326,25,130,Rice
Jalgaon,Black,Rabi,1163,29,55,7,298,19,210,Sugarcane
Amravati,Laterite,Zaid,848,24,51,7,275,11,251,Soybean
Yavatmal,Sandy,Zaid,1160,32,59,7,335,30,271,Wheat
Jalna,Black,Zaid,1256,19,53,6,228,20,315,Sugarcane
Ahmednagar,Sandy,Zaid,722,27,56,8,279,28,205,Sugarcane
Gadchiroli,Black,Kharif,971,35,67,7,379,20,165,Rice
Jalna,Alluvial,Rabi,1421,20,52,7,256,31,176,Sugarcane
Sindhudurg,Black,Kharif,650,31,63,8,205,29,299,Wheat
Osmanabad,Laterite,Kharif,495,28,75,6,264,28,272,Maize
Sindhudurg,Red,Rabi,1514,24,66,6,188,25,199,Wheat
Hingoli,Sandy,Rabi,1445,24,91,7,309,22,246,Rice
Nagpur,Red,Rabi,1474,25,58,8,214,20,150,Sugarcane
Mumbai Suburban,Sandy,Kharif,1084,20,64,7,337,22,114,Cotton
Dhule,Red,Kharif,540,25,79,8,268,23,208,Wheat
Pune,Laterite,Zaid,963,29,46,7,250,16,233,Cotton
Nandurbar,Black,Rabi,1365,26,62,7,262,20,220,Cotton
Nashik,Red,Kharif,531,26,85,6,347,33,311,Rice
Nagpur,Black,Zaid,1661,30,54,7,261,19,240,Rice
Satara,Red,Rabi,1087,35,49,7,281,48,222,Soybean
Satara,Red,Rabi,581,29,49,7,304,24,219,Rice
Gadchiroli,Sandy,Rabi,1127,21,78,7,276,29,203,Soybean
Nagpur,Alluvial,Zaid,897,31,77,7,275,13,248,Sugarcane
Bhandara,Sandy,Kharif,1315,16,48,6,245,13,245,Tur
Gondia,Red,Zaid,1017,36,54,7,303,19,227,Wheat
Solapur,Sandy,Zaid,434,30,93,7,298,25,238,Rice
Hingoli,Alluvial,Rabi,920,23,44,6,368,26,204,Rice
Mumbai Suburban,Alluvial,Rabi,718,24,74,7,228,26,252,Soybean
Aurangabad,Black,Rabi,1166,28,62,7,322,33,198,Soybean
Dhule,Red,Kharif,763,29,71,7,304,22,240,Rice
Palghar,Laterite,Zaid,898,24,41,7,240,11,211,Rice
Satara,Laterite,Zaid,1131,32,74,6,321,25,186,Sugarcane
Thane,Black,Rabi,1750,29,81,8,304,30,275,Sugarcane
Buldhana,Red,Kharif,1082,23,78,7,243,22,196,Cotton
Mumbai City,Red,Kharif,636,32,72,7,259,31,296,Tur
Gadchiroli,Laterite,Zaid,1170,27,51,7,288,24,202,Wheat
Nandurbar,Red,Zaid,1264,31,69,7,267,13,235,Rice
Nandurbar,Sandy,Zaid,494,22,41,7,220,35,229,Maize
Palghar,Alluvial,Zaid,1380,28,67,8,331,31,217,Rice
Pune,Red,Rabi,1289,32,44,8,185,20,231,Wheat
Dhule,Laterite,Kharif,1004,35,89,6,276,6,148,Rice
Akola,Laterite,Kharif,928,25,58,7,334,30,178,Sugarcane
Aurangabad,Sandy,Kharif,1172,27,62,7,295,17,273,Sugarcane
Thane,Black,Rabi,1080,27,56,7,286,15,218,Tur
Ahmednagar,Black,Kharif,816,31,69,7,332,9,233,Sugarcane
Satara,Sandy,Kharif,1547,28,67,8,212,26,234,Cotton
Thane,Black,Zaid,1121,36,78,6,244,23,184,Sugarcane
Mumbai City,Red,Zaid,425,22,81,7,307,17,200,Wheat
Mumbai City,Black,Kharif,1494,29,56,6,181,28,315,Wheat
Sangli,Alluvial,Rabi,1027,30,41,6,264,33,259,Wheat
Amravati,Alluvial,Rabi,958,36,60,7,300,25,220,Maize
Sindhudurg,Alluvial,Rabi,1389,24,49,7,334,19,207,Rice
Sangli,Black,Rabi,1588,30,56,7,248,18,216,Soybean
Aurangabad,Black,Zaid,904,27,70,7,332,26,170,Maize
Yavatmal,Laterite,Rabi,804,29,97,7,282,30,229,Sugarcane
Ahmednagar,Laterite,Rabi,968,20,95,7,270,36,167,Soybean
Sangli,Alluvial,Kharif,629,27,68,7,286,36,297,Cotton
Buldhana,Alluvial,Kharif,1448,20,74,6,207,40,156,Cotton
Nanded,Sandy,Kharif,573,23,49,7,239,29,255,Cotton
Buldhana,Alluvial,Rabi,735,25,62,6,299,36,160,Tur
Bhandara,Alluvial,Kharif,278,26,52,8,342,37,307,Sugarcane
Nanded,Laterite,Kharif,1247,28,38,7,237,28,232,Wheat
Nandurbar,Red,Rabi,784,30,48,7,277,15,297,Soybean
Dhule,Red,Zaid,629,32,69,7,242,27,300,Tur
Pune,Laterite,Rabi,959,24,72,6,300,16,185,Maize
Beed,Red,Zaid,999,28,73,7,269,20,344,Soybean
Palghar,Red,Kharif,999,28,73,7,344,19,216,Wheat
Hingoli,Sandy,Kharif,1011,24,60,6,320,31,297,Cotton
Nashik,Black,Rabi,901,26,63,8,276,34,171,Wheat
Nandurbar,Alluvial,Kharif,783,23,53,8,270,28,286,Sugarcane
Sangli,Black,Kharif,1230,31,56,6,292,32,188,Sugarcane
Palghar,Red,Zaid,813,31,58,6,278,34,240,Soybean
Beed,Alluvial,Zaid,1016,28,36,6,323,24,232,Soybean
Palghar,Black,Zaid,425,24,61,7,300,26,185,Maize
Dhule,Alluvial,Zaid,909,31,76,8,337,21,200,Sugarcane
Akola,Alluvial,Kharif,8,32,62,8,276,21,222,Sugarcane
Bhandara,Black,Rabi,953,35,57,6,293,12,178,Tur
Chandrapur,Black,Rabi,1063,21,59,7,242,40,195,Wheat
Aurangabad,Black,Kharif,375,28,77,7,347,30,264,Cotton
Amravati,Alluvial,Kharif,994,25,49,8,285,27,212,Sugarcane
Sangli,Red,Kharif,1180,27,72,7,253,43,239,Maize
Latur,Red,Rabi,870,26,61,6,326,27,242,Tur
Latur,Alluvial,Kharif,1502,36,51,7,252,13,202,Soybean
Bhandara,Black,Zaid,804,35,56,6,256,35,194,Sugarcane
Sangli,Sandy,Rabi,1295,29,57,7,307,35,251,Cotton
Gadchiroli,Red,Zaid,1211,29,56,6,210,1,243,Rice
Satara,Sandy,Rabi,1289,25,63,6,267,10,214,Tur
